,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Percent Change
2835,97881,3071,94941,zip,CA,CA,Mill Valley,"San Francisco-Oakland-Berkeley, CA",Marin County,1.6748218319276105
2836,82282,3074,55432,zip,MN,MN,Fridley,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,9.157623653110525
2838,66496,3077,20603,zip,MD,MD,Waldorf,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County,7.244082220492857
2842,77021,3081,44121,zip,OH,OH,Cleveland Heights,"Cleveland-Elyria, OH",Cuyahoga County,2.1174935530403314
2843,96010,3081,90029,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1.919741320872348
2844,71716,3083,31904,zip,GA,GA,Columbus,"Columbus, GA-AL",Muscogee County,-2.9689281750690997
2846,70734,3085,29841,zip,SC,SC,North Augusta,"Augusta-Richmond County, GA-SC",Aiken County,4.7851365497401925
2847,71912,3088,32301,zip,FL,FL,Tallahassee,"Tallahassee, FL",Leon County,3.7513365610900276
2848,91262,3089,76117,zip,TX,TX,Haltom City,"Dallas-Fort Worth-Arlington, TX",Tarrant County,0.563965007239367
2849,66255,3090,20165,zip,VA,VA,Sterling,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,5.664702917754549
2850,70657,3091,29680,zip,SC,SC,Simpsonville,"Greenville-Anderson, SC",Greenville County,3.851608560438197
2851,71904,3092,32258,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,-1.6712280237633221
2855,93216,3097,80027,zip,CO,CO,Louisville,"Boulder, CO",Boulder County,5.290651674089897
2856,90319,3098,74136,zip,OK,OK,Tulsa,"Tulsa, OK",Tulsa County,-0.9603465709653095
2858,92325,3100,78229,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,-2.6399005704394463
2859,97804,3101,94602,zip,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,2.9930590847047
2860,96437,3103,91505,zip,CA,CA,Burbank,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,-0.4845883529491495
2861,73155,3104,34653,zip,FL,FL,New Port Richey,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,10.638670398227024
2862,82258,3105,55408,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1.3244809565972249
2864,78962,3107,48089,zip,MI,MI,Warren,"Detroit-Warren-Dearborn, MI",Macomb County,-0.9997426124780554
2865,92313,3108,78217,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,0.08745057850550164
2866,97558,3109,94103,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,-2.124693553668832
2867,87128,3110,66212,zip,KS,KS,Overland Park,"Kansas City, MO-KS",Johnson County,8.539727539352093
2868,99569,3111,98109,zip,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,-1.3176515980396413
2869,97074,3112,92881,zip,CA,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,-3.4922174587007264
2870,86947,3113,65714,zip,MO,MO,Nixa,"Springfield, MO",Christian County,11.980461902440961
2871,59036,3114,3102,zip,NH,NH,Manchester,"Manchester-Nashua, NH",Hillsborough County,7.999022489551071
2873,93354,3116,80302,zip,CO,CO,Boulder,"Boulder, CO",Boulder County,5.553214071522049
2874,72670,3117,33543,zip,FL,FL,Wesley Chapel,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,2.6242295648768295
2876,72797,3119,33756,zip,FL,FL,Clearwater,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,5.6521296933742455
2877,71749,3121,32043,zip,FL,FL,Green Cove Springs,"Jacksonville, FL",Clay County,6.882933895482347
2878,60788,3122,7747,zip,NJ,NJ,Matawan,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,3.395223194261063
2880,61644,3124,10030,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1.8392603049017686
2881,58515,3125,1845,zip,MA,MA,North Andover,"Boston-Cambridge-Newton, MA-NH",Essex County,8.013962724394103
2882,67709,3127,23435,zip,VA,VA,Suffolk,"Virginia Beach-Norfolk-Newport News, VA-NC",Suffolk City,5.31509873586384
2883,97999,3128,95131,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,-1.4210367529432597
2884,83850,3130,58801,zip,ND,ND,Williston,"Williston, ND",Williams County,22.893550364842365
2885,96947,3131,92612,zip,CA,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,0.6047731360282765
2886,86357,3133,64119,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Clay County,6.792567447816168
2889,72833,3136,33809,zip,FL,FL,Lakeland,"Lakeland-Winter Haven, FL",Polk County,3.3522566692902815
2891,92959,3138,79416,zip,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,1.346821512311425
2892,72545,3139,33326,zip,FL,FL,Weston,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2.143590204139208
2893,59218,3140,3820,zip,NH,NH,Dover,"Boston-Cambridge-Newton, MA-NH",Strafford County,13.914824437190124
2894,67192,3141,22207,zip,VA,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,3.7148147401254494
2896,399642,3143,80923,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,2.372109849182551
2897,90766,3145,75214,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,3.3500667719276214
2898,98443,3146,95834,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,0.4735389802519849
2899,94907,3147,85331,zip,AZ,AZ,Cave Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County,9.757302645457171
2901,71509,3149,31324,zip,GA,GA,Richmond Hill,"Savannah, GA",Bryan County,9.98231917881633
2902,72433,3150,33130,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,-0.9325863429683053
2903,93588,3151,80910,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,0.9468190113928049
2905,69396,3153,27539,zip,NC,NC,Apex,"Raleigh-Cary, NC",Wake County,3.2416891800615
2906,74148,3154,37067,zip,TN,TN,Franklin,"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,0.8216615241231373
2907,97812,3155,94610,zip,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,-0.9904858081945498
2908,58645,3157,2131,zip,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,8.26757929860961
2911,91255,3160,76110,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,5.94004650927154
2913,80260,3162,50265,zip,IA,IA,West Des Moines,"Des Moines-West Des Moines, IA",Polk County,4.685469332903163
2914,69839,3163,28303,zip,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,9.021889140629542
2915,97081,3164,93001,zip,CA,CA,Ventura,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,7.458214734280751
2918,94241,3168,83634,zip,ID,ID,Kuna,"Boise City, ID",Ada County,0.41374108839080076
2919,90223,3170,74008,zip,OK,OK,Bixby,"Tulsa, OK",Tulsa County,4.097542253624917
2921,58517,3172,1851,zip,MA,MA,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,8.69913850714329
2922,99183,3174,97306,zip,OR,OR,Salem,"Salem, OR",Marion County,-3.210547523098849
2923,99837,3175,98512,zip,WA,WA,Olympia,"Olympia-Lacey-Tumwater, WA",Thurston County,-1.3204157942348753
2924,72168,3176,32720,zip,FL,FL,Deland,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,5.425122996470106
2925,73010,3179,34119,zip,FL,FL,Naples,"Naples-Marco Island, FL",Collier County,4.707203409510688
2928,64440,3184,16066,zip,PA,PA,Cranberry Township,"Pittsburgh, PA",Butler County,2.608188529462383
2931,74248,3187,37217,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,-5.225025495025486
2934,72576,3191,33409,zip,FL,FL,West Palm Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,5.954329387328721
2935,79734,3192,49417,zip,MI,MI,Grand Haven,"Grand Rapids-Kentwood, MI",Ottawa County,2.0651011335529508
2936,82123,3193,55122,zip,MN,MN,Eagan,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,5.156891357365101
2937,79060,3194,48205,zip,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,6.026655519823852
2938,65782,3195,19114,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,-1.3076249458397857
2939,84551,3196,60517,zip,IL,IL,Woodridge,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,4.458287760050476
2941,71910,3198,32277,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,-5.190608476608452
2943,73118,3201,34472,zip,FL,FL,Ocala,"Ocala, FL",Marion County,7.212004412783404
2945,71060,3202,30342,zip,GA,GA,Sandy Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,-3.403623225587867
2946,92335,3205,78239,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,3.7389580100879436
2947,72571,3206,33404,zip,FL,FL,Riviera Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,11.578975793664595
2948,72453,3206,33150,zip,FL,FL,West Little River,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,13.8082525162175
2949,96765,3208,92260,zip,CA,CA,Palm Desert,"Riverside-San Bernardino-Ontario, CA",Riverside County,8.37801461565643
2950,72826,3209,33801,zip,FL,FL,Lakeland,"Lakeland-Winter Haven, FL",Polk County,5.042535996596321
2952,66827,3211,21217,zip,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,4.939451401316416
2953,66720,3212,21009,zip,MD,MD,Abingdon,"Baltimore-Columbia-Towson, MD",Harford County,-0.2999155527533485
2956,72436,3216,33133,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2.953332081818392
2957,70799,3217,30012,zip,GA,GA,Conyers,"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,1.4441472490688854
2958,72776,3218,33713,zip,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,7.046698390596956
2959,72102,3219,32607,zip,FL,FL,Gainesville,"Gainesville, FL",Alachua County,12.05729922581972
2960,100156,3220,99207,zip,WA,WA,Spokane,"Spokane-Spokane Valley, WA",Spokane County,3.8408920349300137
2961,93251,3221,80122,zip,CO,CO,Centennial,"Denver-Aurora-Lakewood, CO",Arapahoe County,4.525841686153279
2963,66840,3223,21230,zip,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,2.9132288182815187
2964,66127,3224,20003,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,1.0961249704464564
2965,73062,3225,34243,zip,FL,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",Manatee County,8.25205523635264
2967,96424,3227,91423,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1.7957906971729685
2968,89937,3228,73112,zip,OK,OK,Oklahoma City,"Oklahoma City, OK",Oklahoma County,4.305582708024064
2969,79480,3229,48917,zip,MI,MI,Lansing,"Lansing-East Lansing, MI",Eaton County,-3.1448543017297492
2970,97488,3230,93940,zip,CA,CA,Monterey,"Salinas, CA",Monterey County,5.729573264586396
2971,96452,3231,91607,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.245436188793934
2973,82261,3233,55411,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,9.083700588236603
2976,399603,3234,60169,zip,IL,IL,Hoffman Estates,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,14.555107563714865
2977,72071,3237,32570,zip,FL,FL,Milton,"Pensacola-Ferry Pass-Brent, FL",Santa Rosa County,5.145049540737997
2978,63967,3238,15236,zip,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,0.03801268424544926
2979,72446,3239,33143,zip,FL,FL,South Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,3.013693040418133
2980,95013,3240,85629,zip,AZ,AZ,Sahuarita,"Tucson, AZ",Pima County,3.7844243093781196
2985,72364,3246,33026,zip,FL,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2.151980568687283
2986,60786,3247,7740,zip,NJ,NJ,Long Branch,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,7.635128243635153
2987,93070,3248,79761,zip,TX,TX,Odessa,"Odessa, TX",Ector County,13.403461803167943
2988,87811,3249,68022,zip,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,10.586356502864213
2989,69373,3250,27514,zip,NC,NC,Chapel Hill,"Durham-Chapel Hill, NC",Orange County,2.516344318662948
2992,96939,3253,92602,zip,CA,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3.7973682728641442
2993,77955,3255,46077,zip,IN,IN,Zionsville,"Indianapolis-Carmel-Anderson, IN",Boone County,-0.4447992303114246
2995,91728,3257,77079,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1.5175473397605053
2996,67167,3258,22153,zip,VA,VA,Springfield,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,4.903668570882078
2997,73153,3259,34639,zip,FL,FL,Land O Lakes,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,0.16010260776632398
3002,78048,3264,46235,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,3.7962850314426526
3003,97966,3266,95070,zip,CA,CA,Saratoga,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,4.4258573980526466
3006,94435,3270,84070,zip,UT,UT,Sandy,"Salt Lake City, UT",Salt Lake County,-1.0905004610015663
3007,58979,3271,2904,zip,RI,RI,Providence,"Providence-Warwick, RI-MA",Providence County,8.209657047457872
3008,84188,3272,59801,zip,MT,MT,Missoula,"Missoula, MT",Missoula County,4.7074265455493425
3009,70235,3273,28803,zip,NC,NC,Asheville,"Asheville, NC",Buncombe County,3.3483071934590103
3013,72459,3277,33156,zip,FL,FL,Pinecrest,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,1.4171586718226512
3014,91702,3278,77053,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,1.3754457156272306
3015,82268,3279,55418,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,7.145065952522524
3017,90761,3282,75208,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,-0.2591452661425006
3018,96325,3283,91206,zip,CA,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1.594154278578944
3019,99707,3284,98312,zip,WA,WA,Bremerton,"Bremerton-Silverdale-Port Orchard, WA",Kitsap County,2.4758041315816834
3020,82266,3284,55416,zip,MN,MN,Saint Louis Park,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1.9134471242347943
3022,91281,3287,76140,zip,TX,TX,Everman,"Dallas-Fort Worth-Arlington, TX",Tarrant County,4.321856648466532
3024,94227,3290,83616,zip,ID,ID,Eagle,"Boise City, ID",Ada County,-0.5417074022912868
3025,72765,3291,33702,zip,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,6.728101264635587
3026,399686,3292,97086,zip,OR,OR,Happy Valley,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,3.666606009371835
3029,58605,3295,2062,zip,MA,MA,Norwood,"Boston-Cambridge-Newton, MA-NH",Norfolk County,5.606294007204636
3033,61628,3299,10014,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2.6618151952161497
3034,83786,3300,58701,zip,ND,ND,Minot,"Minot, ND",Ward County,11.302044362807411
3035,95514,3302,88011,zip,NM,NM,Las Cruces,"Las Cruces, NM",Dona Ana County,6.940284055702207
3038,96449,3306,91604,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1.4581631972948104
3039,63824,3307,15001,zip,PA,PA,Aliquippa,"Pittsburgh, PA",Beaver County,7.073897176069082
3040,97734,3308,94526,zip,CA,CA,Danville,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,4.471263817104218
3041,88614,3309,70461,zip,LA,LA,Slidell,"New Orleans-Metairie, LA",Saint Tammany Parish,-1.8911860963756344
3042,91236,3309,76087,zip,TX,TX,Weatherford,"Dallas-Fort Worth-Arlington, TX",Parker County,2.474906394102915
3043,90617,3311,75010,zip,TX,TX,Carrollton,"Dallas-Fort Worth-Arlington, TX",Denton County,0.7296279452623464
3045,91194,3312,76020,zip,TX,TX,Azle,"Dallas-Fort Worth-Arlington, TX",Parker County,4.894967243857043
3046,96237,3314,90803,zip,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,5.689083014827313
3047,58499,3315,1821,zip,MA,MA,Billerica,"Boston-Cambridge-Newton, MA-NH",Middlesex County,3.1117092010722125
3048,71031,3316,30311,zip,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,4.741803842009938
3049,65818,3317,19151,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,5.546136880155628
3050,66646,3318,20815,zip,MD,MD,Chevy Chase,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2.103667446117266
3051,80281,3319,50310,zip,IA,IA,Des Moines,"Des Moines-West Des Moines, IA",Polk County,0.5035582570319843
3053,70980,3321,30248,zip,GA,GA,Locust Grove,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,0.6562021112436944
3056,95054,3325,85716,zip,AZ,AZ,Tucson,"Tucson, AZ",Pima County,3.1058245864455074
3057,66690,3326,20886,zip,MD,MD,Montgomery Village,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,5.884401609875529
3060,91214,3330,76053,zip,TX,TX,Hurst,"Dallas-Fort Worth-Arlington, TX",Tarrant County,-1.0660535143869965
3062,97124,3332,93101,zip,CA,CA,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,3.125374759063393
3063,91469,3334,76548,zip,TX,TX,Harker Heights,"Killeen-Temple, TX",Bell County,-0.2975261506013385
3064,70450,3336,29405,zip,SC,SC,North Charleston,"Charleston-North Charleston, SC",Charleston County,14.119016367143269
3065,80293,3337,50322,zip,IA,IA,Urbandale,"Des Moines-West Des Moines, IA",Polk County,4.079020980575072
3066,94764,3338,85050,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2.759974684398981
3068,75212,3340,39208,zip,MS,MS,Pearl,"Jackson, MS",Rankin County,1.7215585364351158
3070,75585,3342,40241,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,2.0957150419211215
3071,71154,3343,30501,zip,GA,GA,Gainesville,"Gainesville, GA",Hall County,1.0528782959606096
3073,77399,3345,45005,zip,OH,OH,Franklin,"Cincinnati, OH-KY-IN",Warren County,3.0901435270704085
3074,90757,3346,75204,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,-0.49737778113811704
3075,67147,3347,22101,zip,VA,VA,McLean,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,7.360618222494885
3076,61141,3348,8648,zip,NJ,NJ,Lawrence Township,"Trenton-Princeton, NJ",Mercer County,7.918457016125094
3077,67608,3348,23233,zip,VA,VA,Henrico,"Richmond, VA",Henrico County,1.7111227267141365
3078,99525,3350,98040,zip,WA,WA,Mercer Island,"Seattle-Tacoma-Bellevue, WA",King County,1.2253950146691948
3079,90786,3352,75234,zip,TX,TX,Farmers Branch,"Dallas-Fort Worth-Arlington, TX",Dallas County,0.7303664911062049
3080,95385,3355,87505,zip,NM,NM,Santa Fe,"Santa Fe, NM",Santa Fe County,6.48297714046489
3081,87880,3356,68134,zip,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,6.130545613788468
3082,97585,3357,94131,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,2.518208096259805
3084,74245,3360,37214,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,-1.3196247329961779
3085,74286,3361,37311,zip,TN,TN,Cleveland,"Cleveland, TN",Bradley County,6.703616613194853
3086,73250,3362,34990,zip,FL,FL,Palm City,"Port St. Lucie, FL",Martin County,4.924818114010651
3087,71059,3362,30341,zip,GA,GA,Chamblee,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,-4.3806148464154315
3095,67248,3371,22408,zip,VA,VA,Fredericksburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Spotsylvania County,3.90351489474151
3102,96354,3380,91324,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,-0.8768151118724792
3103,96983,3381,92673,zip,CA,CA,San Clemente,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3.711666147022002
3104,65307,3382,18018,zip,PA,PA,Bethlehem,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,1.8809773894873962
3106,72848,3385,33837,zip,FL,FL,Davenport,"Lakeland-Winter Haven, FL",Polk County,3.4832887455504786
3107,93442,3387,80516,zip,CO,CO,Erie,"Greeley, CO",Weld County,5.447339901473383
3109,78162,3389,46530,zip,IN,IN,Granger,"South Bend-Mishawaka, IN-MI",Saint Joseph County,11.421095094841927
3110,91188,3390,76014,zip,TX,TX,Arlington,"Dallas-Fort Worth-Arlington, TX",Tarrant County,-3.2112046617927743
3111,90683,3391,75089,zip,TX,TX,Rowlett,"Dallas-Fort Worth-Arlington, TX",Dallas County,0.5135835599383215
3114,58528,3394,1876,zip,MA,MA,Tewksbury,"Boston-Cambridge-Newton, MA-NH",Middlesex County,1.3947135024696846
3115,90990,3395,75604,zip,TX,TX,Longview,"Longview, TX",Gregg County,4.949425739788551
3117,91294,3397,76182,zip,TX,TX,North Richland Hills,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1.9095359638168417
3118,59370,3398,4103,zip,ME,ME,Portland,"Portland-South Portland, ME",Cumberland County,2.849027781826699
3120,58758,3399,2446,zip,MA,MA,Brookline,"Boston-Cambridge-Newton, MA-NH",Norfolk County,6.592323400883257
3121,91690,3401,77041,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,3.3751472071420827
3123,74566,3405,37931,zip,TN,TN,Knoxville,"Knoxville, TN",Knox County,-0.8845635649631187
3124,77506,3406,45215,zip,OH,OH,Lockland,"Cincinnati, OH-KY-IN",Hamilton County,6.095282420719135
3125,92032,3406,77566,zip,TX,TX,Lake Jackson,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,0.7221627360728547
3126,96941,3408,92604,zip,CA,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,0.6540256243497151
3127,91252,3409,76107,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1.6061236418661955
3131,73623,3416,35810,zip,AL,AL,Huntsville,"Huntsville, AL",Madison County,8.343835182983259
3134,72544,3421,33325,zip,FL,FL,Davie,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,6.622223354419746
3135,85345,3421,62221,zip,IL,IL,Shiloh,"St. Louis, MO-IL",Saint Clair County,4.903821023867151
3137,99809,3425,98445,zip,WA,WA,Clover Creek,"Seattle-Tacoma-Bellevue, WA",Pierce County,0.559409774571682
3138,99514,3426,98029,zip,WA,WA,Issaquah,"Seattle-Tacoma-Bellevue, WA",King County,-0.1273664119970815
3139,70813,3427,30028,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,3.6502122387128355
3140,96666,3428,92124,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2.131490494435834
3141,59020,3431,3060,zip,NH,NH,Nashua,"Manchester-Nashua, NH",Hillsborough County,2.1963692455440786
3142,74560,3432,37923,zip,TN,TN,Knoxville,"Knoxville, TN",Knox County,1.0091183411020408
3143,72475,3434,33173,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,4.315071787269014
3144,99825,3435,98498,zip,WA,WA,Lakewood,"Seattle-Tacoma-Bellevue, WA",Pierce County,-2.515061828584216
3145,87423,3436,67037,zip,KS,KS,Derby,"Wichita, KS",Sedgwick County,6.725161824394295
3147,67228,3438,22310,zip,VA,VA,Rose Hill,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,4.581781670880234
3149,74671,3440,38135,zip,TN,TN,Bartlett,"Memphis, TN-MS-AR",Shelby County,3.9048049733458456
3150,96338,3440,91303,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,-0.12162335793215667
3151,95809,3442,89113,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-2.0094644615954405
3153,91190,3446,76016,zip,TX,TX,Arlington,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2.773965020363214
3154,83141,3447,57108,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Lincoln County,0.4944946168840789
3155,95986,3448,90005,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,-1.8376310770184625
3157,83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,6.780265955408868
3161,60596,3455,7090,zip,NJ,NJ,Westfield,"New York-Newark-Jersey City, NY-NJ-PA",Union County,6.833091753065183
3163,99065,3457,97068,zip,OR,OR,West Linn,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,6.484318266042513
3165,69774,3461,28211,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,8.5077324481825
3169,78049,3465,46236,zip,IN,IN,Lawrence,"Indianapolis-Carmel-Anderson, IN",Marion County,8.506487133574572
3170,69402,3467,27545,zip,NC,NC,Knightdale,"Raleigh-Cary, NC",Wake County,-0.5066061111246998
3172,72568,3469,33401,zip,FL,FL,West Palm Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,3.653018683226334
3173,73029,3470,34205,zip,FL,FL,Bradenton,"North Port-Sarasota-Bradenton, FL",Manatee County,1.1767233015292058
3174,71057,3472,30339,zip,GA,GA,Vinings,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,-2.8981628154230687
3175,87830,3474,68046,zip,NE,NE,Papillion,"Omaha-Council Bluffs, NE-IA",Sarpy County,9.427375571630648
3177,90793,3476,75241,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,3.857828350218082
3178,73910,3477,36526,zip,AL,AL,Daphne,"Daphne-Fairhope-Foley, AL",Baldwin County,1.0329937119118329
3179,87872,3478,68123,zip,NE,NE,Bellevue,"Omaha-Council Bluffs, NE-IA",Sarpy County,7.85650834124482
3181,72547,3480,33328,zip,FL,FL,Davie,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,6.801937580513716
3183,97586,3482,94132,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,4.019088701835742
