,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Percent Change
3185,399578,3486,33596,zip,FL,FL,Valrico,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,0.18736500915145282
3188,84427,3490,60181,zip,IL,IL,Villa Park,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,9.0943355349517
3192,70596,3494,29611,zip,SC,SC,Greenville,"Greenville-Anderson, SC",Greenville County,3.9377176162929093
3193,93243,3496,80111,zip,CO,CO,Greenwood Village,"Denver-Aurora-Lakewood, CO",Arapahoe County,0.6012697322699868
3195,97794,3498,94589,zip,CA,CA,Vallejo,"Vallejo, CA",Solano County,3.347194945796562
3196,70818,3499,30033,zip,GA,GA,Decatur,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,1.2284915914455057
3197,72686,3500,33570,zip,FL,FL,Ruskin,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,4.437073570183929
3199,100274,3502,99577,zip,AK,AK,Eagle River,"Anchorage, AK",Anchorage Borough,14.65675637659688
3202,58971,3506,2893,zip,RI,RI,West Warwick,"Providence-Warwick, RI-MA",Kent County,8.153593387002388
3203,61222,3507,8865,zip,NJ,NJ,Phillipsburg,"Allentown-Bethlehem-Easton, PA-NJ",Warren County,7.779383613596598
3204,98956,3508,96825,zip,HI,HI,Honolulu,"Urban Honolulu, HI",Honolulu County,5.846127588619483
3205,72430,3509,33127,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,11.065146243735155
3207,71043,3514,30324,zip,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,-4.0534128357765535
3208,70492,3515,29456,zip,SC,SC,Ladson,"Charleston-North Charleston, SC",Dorchester County,5.611526385787267
3210,99134,3517,97220,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,4.58119069742794
3212,84560,3519,60527,zip,IL,IL,Willowbrook,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,5.208447003469206
3213,85173,3519,61821,zip,IL,IL,Champaign,"Champaign-Urbana, IL",Champaign County,6.403666165172423
3214,73161,3521,34667,zip,FL,FL,Hudson,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,11.52042190965419
3216,78964,3524,48091,zip,MI,MI,Warren,"Detroit-Warren-Dearborn, MI",Macomb County,4.444205845047654
3217,89442,3525,72204,zip,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,3.3016947513737938
3218,60111,3525,6051,zip,CT,CT,New Britain,"Hartford-East Hartford-Middletown, CT",Hartford County,8.019412012394248
3220,94849,3527,85257,zip,AZ,AZ,Scottsdale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1.9212045795184558
3221,99962,3529,98683,zip,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,-0.5970715368573559
3222,97530,3530,94043,zip,CA,CA,Mountain View,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,-1.1633109516149402
3224,72611,3532,33445,zip,FL,FL,Delray Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,5.51337181333305
3226,89935,3536,73110,zip,OK,OK,Midwest City,"Oklahoma City, OK",Oklahoma County,4.700257668606544
3227,93585,3537,80907,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,0.9262052732109123
3228,93036,3538,79706,zip,TX,TX,Midland,"Midland, TX",Midland County,10.32021164085426
3229,92659,3538,78750,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,-4.015742416890931
3231,66846,3541,21237,zip,MD,MD,Rossville,"Baltimore-Columbia-Towson, MD",Baltimore County,0.3300688370343473
3233,99817,3544,98466,zip,WA,WA,University Place,"Seattle-Tacoma-Bellevue, WA",Pierce County,-2.7546324056358236
3235,69454,3549,27614,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,1.5007706057608534
3236,91203,3551,76036,zip,TX,TX,Crowley,"Dallas-Fort Worth-Arlington, TX",Tarrant County,11.219528509875317
3239,88579,3555,70403,zip,LA,LA,Hammond,"Hammond, LA",Tangipahoa Parish,1.4455842383218187
3240,84420,3556,60174,zip,IL,IL,Saint Charles,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,3.3316610754972062
3242,92640,3557,78729,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Williamson County,-6.280198388688047
3243,81292,3559,53212,zip,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,4.957949354413705
3244,96652,3560,92110,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2.6635872178197255
3245,80532,3561,50701,zip,IA,IA,Waterloo,"Waterloo-Cedar Falls, IA",Black Hawk County,10.260427274461586
3246,72951,3562,33993,zip,FL,FL,Cape Coral,"Cape Coral-Fort Myers, FL",Lee County,3.1779279644079077
3249,62473,3565,12203,zip,NY,NY,Albany,"Albany-Schenectady-Troy, NY",Albany County,8.98358605327059
3251,753843,3568,97703,zip,OR,OR,Bend,"Bend, OR",Deschutes County,3.3396661328410557
3252,97542,3569,94070,zip,CA,CA,San Carlos,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2.925293382874801
3253,69439,3571,27597,zip,NC,NC,Zebulon,"Raleigh-Cary, NC",Wake County,7.506037211117969
3254,72897,3572,33904,zip,FL,FL,Cape Coral,"Cape Coral-Fort Myers, FL",Lee County,11.70944668131521
3257,84489,3576,60438,zip,IL,IL,Lansing,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2.1190040770989476
3260,94488,3579,84128,zip,UT,UT,West Valley City,"Salt Lake City, UT",Salt Lake County,-0.8416142935767337
3262,60534,3581,7018,zip,NJ,NJ,East Orange,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,17.444355546874522
3263,90749,3582,75181,zip,TX,TX,Mesquite,"Dallas-Fort Worth-Arlington, TX",Dallas County,10.557115651490905
3264,70815,3583,30030,zip,GA,GA,Decatur,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,1.0125902149824457
3271,66277,3590,20191,zip,VA,VA,Reston,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2.3462503518351387
3272,84549,3591,60515,zip,IL,IL,Downers Grove,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,1.7051112115046254
3276,78020,3595,46201,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,11.228906745582142
3277,59876,3596,5401,zip,VT,VT,Burlington,"Burlington-South Burlington, VT",Chittenden County,3.988838080632885
3278,84432,3597,60187,zip,IL,IL,Wheaton,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,6.842176480464934
3279,93249,3597,80120,zip,CO,CO,Littleton,"Denver-Aurora-Lakewood, CO",Arapahoe County,5.155725331755271
3281,65652,3602,18940,zip,PA,PA,Newtown,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,3.0275678815889577
3282,59030,3604,3079,zip,NH,NH,Salem,"Boston-Cambridge-Newton, MA-NH",Rockingham County,0.11311342246950445
3283,96649,3605,92107,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.108558068837813
3284,66645,3605,20814,zip,MD,MD,Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,3.857504199672839
3285,96658,3607,92116,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,5.483264317523892
3286,82229,3608,55378,zip,MN,MN,Savage,"Minneapolis-St. Paul-Bloomington, MN-WI",Scott County,5.343618374237525
3288,77073,3610,44221,zip,OH,OH,Cuyahoga Falls,"Akron, OH",Summit County,6.846153431952922
3290,96009,3613,90028,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,-0.46056043902252586
3292,91277,3615,76134,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,4.352373630833083
3293,62154,3616,11561,zip,NY,NY,Long Beach,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,9.528656057664659
3295,96379,3618,91356,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,7.72873565690915
3296,72205,3620,32773,zip,FL,FL,Sanford,"Orlando-Kissimmee-Sanford, FL",Seminole County,3.231825511426441
3297,58762,3621,2453,zip,MA,MA,Waltham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,6.307233856085885
3299,72025,3623,32503,zip,FL,FL,Pensacola,"Pensacola-Ferry Pass-Brent, FL",Escambia County,5.448359282569689
3300,84573,3623,60544,zip,IL,IL,Plainfield,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,5.351832786869342
3301,75561,3626,40207,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,7.392106227815005
3302,62073,3627,11361,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,13.32906100588822
3303,85948,3628,63130,zip,MO,MO,University City,"St. Louis, MO-IL",Saint Louis County,6.12895796652788
3305,71833,3631,32168,zip,FL,FL,New Smyrna Beach,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,5.1546913736423425
3306,72051,3632,32539,zip,FL,FL,Crestview,"Crestview-Fort Walton Beach-Destin, FL",Okaloosa County,-1.727768622740321
3310,81128,3636,52806,zip,IA,IA,Davenport,"Davenport-Moline-Rock Island, IA-IL",Scott County,1.3284634634315453
3311,86280,3637,64015,zip,MO,MO,Blue Springs,"Kansas City, MO-KS",Jackson County,7.855644517657234
3314,88626,3642,70503,zip,LA,LA,Lafayette,"Lafayette, LA",Lafayette Parish,2.174258039061382
3315,99512,3642,98027,zip,WA,WA,Issaquah,"Seattle-Tacoma-Bellevue, WA",King County,2.2705648019563123
3316,93595,3644,80917,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,1.516074107142252
3318,99552,3646,98074,zip,WA,WA,Sammamish,"Seattle-Tacoma-Bellevue, WA",King County,4.3545999061833
3319,63937,3648,15206,zip,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,0.4332008069008221
3321,84609,3650,60607,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,4.313465308919803
3322,65805,3651,19138,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,3.3542682129307306
3324,93757,3655,81301,zip,CO,CO,Durango,"Durango, CO",La Plata County,6.321470567470258
3325,72729,3656,33626,zip,FL,FL,Westchase,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,-0.35972009559222157
3327,92096,3658,77706,zip,TX,TX,Beaumont,"Beaumont-Port Arthur, TX",Jefferson County,7.949645260799221
3329,72244,3660,32819,zip,FL,FL,Doctor Phillips,"Orlando-Kissimmee-Sanford, FL",Orange County,1.304643366329059
3331,87881,3662,68135,zip,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,6.585077720444
3335,58553,3667,1930,zip,MA,MA,Gloucester,"Boston-Cambridge-Newton, MA-NH",Essex County,9.639733214545233
3337,76452,3669,43004,zip,OH,OH,Blacklick,"Columbus, OH",Franklin County,6.594425597480283
3339,97801,3673,94598,zip,CA,CA,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,0.5763253085896649
3340,67233,3673,22315,zip,VA,VA,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,5.4152736652921645
3342,66684,3677,20879,zip,MD,MD,Gaithersburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,5.524171718893486
3347,62208,3682,11727,zip,NY,NY,Coram,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,-0.7892626080230005
3348,65809,3683,19142,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,6.262733356255147
3349,82271,3684,55421,zip,MN,MN,Columbia Heights,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,3.924973000660982
3350,66847,3685,21239,zip,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,7.688067746991216
3352,89710,3688,72704,zip,AR,AR,Fayetteville,"Fayetteville-Springdale-Rogers, AR",Washington County,5.683854590349123
3353,97127,3690,93105,zip,CA,CA,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,6.575681376972144
3355,71730,3692,32003,zip,FL,FL,Fleming Island,"Jacksonville, FL",Clay County,4.992966829193617
3358,70367,3695,29212,zip,SC,SC,Columbia,"Columbia, SC",Lexington County,6.786218982654437
3360,84356,3696,60102,zip,IL,IL,Algonquin,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,6.100752282014021
3362,93600,3700,80922,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,2.403337446054027
3363,90533,3701,74820,zip,OK,OK,Ada,"Ada, OK",Pontotoc County,9.509192478102802
3364,92452,3702,78418,zip,TX,TX,Corpus Christi,"Corpus Christi, TX",Nueces County,4.361472419490698
3366,72448,3704,33145,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,3.266448340498697
3367,72211,3705,32779,zip,FL,FL,Longwood,"Orlando-Kissimmee-Sanford, FL",Seminole County,0.34333791846969686
3369,75216,3709,39212,zip,MS,MS,Jackson,"Jackson, MS",Hinds County,11.80057666763797
3370,79092,3710,48237,zip,MI,MI,Oak Park,"Detroit-Warren-Dearborn, MI",Oakland County,5.856194934877001
3372,87498,3713,67203,zip,KS,KS,Wichita,"Wichita, KS",Sedgwick County,6.20565508801095
3373,91682,3714,77033,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,5.908847379487095
3374,65786,3715,19119,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,2.01133193819656
3375,74556,3716,37919,zip,TN,TN,Knoxville,"Knoxville, TN",Knox County,7.043831377300773
3380,67131,3722,22041,zip,VA,VA,Falls Church,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,5.669204941191055
3381,87512,3724,67217,zip,KS,KS,Wichita,"Wichita, KS",Sedgwick County,7.096477414189888
3382,71507,3725,31322,zip,GA,GA,Pooler,"Savannah, GA",Chatham County,1.026685717697173
3384,66823,3727,21213,zip,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,10.670127574370703
3385,97562,3731,94107,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,-0.7736210288988681
3388,96971,3734,92653,zip,CA,CA,Laguna Hills,"Los Angeles-Long Beach-Anaheim, CA",Orange County,-0.7451687262196753
3389,71874,3735,32221,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,5.182520726837036
3392,88815,3738,70806,zip,LA,LA,Baton Rouge,"Baton Rouge, LA",East Baton Rouge Parish,-1.6523733990432004
3393,95050,3739,85712,zip,AZ,AZ,Tucson,"Tucson, AZ",Pima County,4.416250789855948
3399,67774,3745,23606,zip,VA,VA,Newport News,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News City,3.849582712295188
3400,72918,3747,33928,zip,FL,FL,Estero,"Cape Coral-Fort Myers, FL",Lee County,8.803516480933908
3401,84563,3748,60532,zip,IL,IL,Lisle,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,5.955985456136514
3402,95078,3749,85742,zip,AZ,AZ,Tucson,"Tucson, AZ",Pima County,3.895612999936936
3404,65879,3753,19355,zip,PA,PA,Malvern,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,6.689707009069683
3405,66131,3753,20007,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,6.685765851928793
3409,58871,3759,2720,zip,MA,MA,Fall River,"Providence-Warwick, RI-MA",Bristol County,10.04161216857231
3410,66598,3761,20745,zip,MD,MD,Forest Heights,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,8.203598864840941
3411,67965,3763,24073,zip,VA,VA,Christiansburg,"Blacksburg-Christiansburg, VA",Montgomery County,5.087496828406582
3414,82127,3767,55126,zip,MN,MN,Shoreview,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,3.5362947273758634
3415,95831,3768,89135,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-1.7323045660958194
3418,67322,3773,22601,zip,VA,VA,Winchester,"Winchester, VA-WV",Winchester City,4.723973621739888
3422,70960,3778,30214,zip,GA,GA,Fayetteville,"Atlanta-Sandy Springs-Alpharetta, GA",Fayette County,7.328389817814294
3423,58672,3780,2176,zip,MA,MA,Melrose,"Boston-Cambridge-Newton, MA-NH",Middlesex County,1.5201010901387357
3424,69673,3781,28031,zip,NC,NC,Cornelius,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1.7792435551144914
3426,98957,3784,96826,zip,HI,HI,Honolulu,"Urban Honolulu, HI",Honolulu County,6.702600255881444
3429,97536,3788,94062,zip,CA,CA,Emerald Lake Hills,"San Francisco-Oakland-Berkeley, CA",San Mateo County,0.6292055847338159
3431,70899,3790,30122,zip,GA,GA,Lithia Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Douglas County,-2.7894551023300904
3432,72906,3791,33913,zip,FL,FL,Fort Myers,"Cape Coral-Fort Myers, FL",Lee County,9.141616965989327
3434,96533,3793,91803,zip,CA,CA,Alhambra,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,0.31522014039295887
3437,78033,3796,46218,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,5.340008312637996
3438,97241,3797,93401,zip,CA,CA,San Luis Obispo,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,9.878064105184727
3439,82477,3798,55904,zip,MN,MN,Rochester,"Rochester, MN",Olmsted County,3.839759884949422
3440,84274,3799,60005,zip,IL,IL,Arlington Heights,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,5.406559571504988
3441,87894,3801,68164,zip,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,8.645565779316442
3444,94766,3804,85053,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,0.6279544294924446
3445,67761,3807,23518,zip,VA,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,2.701008256333073
3450,99522,3813,98037,zip,WA,WA,Lynnwood,"Seattle-Tacoma-Bellevue, WA",Snohomish County,7.630185078800447
3451,72912,3814,33919,zip,FL,FL,Fort Myers,"Cape Coral-Fort Myers, FL",Lee County,6.813899353070258
3456,82264,3821,55414,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,4.289498195159959
3457,67747,3823,23503,zip,VA,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,4.872763918713356
3458,71806,3824,32127,zip,FL,FL,Port Orange,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,7.493877908235684
3461,66494,3827,20601,zip,MD,MD,Waldorf,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County,4.000460460066044
3462,99014,3827,97008,zip,OR,OR,Beaverton,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,-0.36527575444336025
3463,60729,3830,7631,zip,NJ,NJ,Englewood,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,3.3959377103529977
3464,66132,3831,20008,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,4.417477646686834
3465,738092,3832,97003,zip,OR,OR,Beaverton,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,-0.7426530558864863
3467,99597,3833,98146,zip,WA,WA,Burien,"Seattle-Tacoma-Bellevue, WA",King County,9.168653861362722
3471,70274,3838,29045,zip,SC,SC,Elgin,"Columbia, SC",Kershaw County,3.30905221854739
3474,98002,3842,95134,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,-1.2081585107477537
3479,82269,3847,55419,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,2.3916553435862227
3481,78947,3849,48071,zip,MI,MI,Madison Heights,"Detroit-Warren-Dearborn, MI",Oakland County,3.877757986363148
3482,58611,3850,2072,zip,MA,MA,Stoughton,"Boston-Cambridge-Newton, MA-NH",Norfolk County,7.431761044208712
3485,70867,3854,30088,zip,GA,GA,Stone Mountain,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,-1.2479850119955727
3486,78024,3855,46205,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,7.704067096700102
3488,98663,3858,96150,zip,CA,CA,South Lake Tahoe,"Sacramento-Roseville-Folsom, CA",El Dorado County,6.921868265132297
3493,65192,3866,17815,zip,PA,PA,Bloomsburg,"Bloomsburg-Berwick, PA",Columbia County,10.36522338985132
3502,58629,3877,2115,zip,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,7.794101049396231
3503,73624,3878,35811,zip,AL,AL,Huntsville,"Huntsville, AL",Madison County,6.303365142500758
3504,91890,3879,77380,zip,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,2.9271551792554824
3505,62042,3880,11232,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,6.2188290650463705
3506,72811,3881,33771,zip,FL,FL,Largo,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,9.320138640916529
3507,96349,3882,91316,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,7.147190235262496
3508,72552,3883,33334,zip,FL,FL,Oakland Park,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,5.241751695225557
3510,95932,3885,89503,zip,NV,NV,Reno,"Reno, NV",Washoe County,3.0096539162612834
3514,97756,3890,94549,zip,CA,CA,Lafayette,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,-3.657920107895512
3515,96134,3891,90302,zip,CA,CA,Inglewood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,4.027239190687464
3518,66819,3894,21209,zip,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore County,4.89105146655862
3520,84284,3896,60015,zip,IL,IL,Deerfield,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,11.308529998964795
3523,81386,3902,53562,zip,WI,WI,Middleton,"Madison, WI",Dane County,9.201211710845556
3524,95302,3904,87107,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,12.901001754077077
3526,99595,3907,98144,zip,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,1.591556933843604
3529,58633,3910,2119,zip,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,6.758665102569605
3531,97938,3912,95032,zip,CA,CA,Los Gatos,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,4.775202821521902
3532,71774,3913,32082,zip,FL,FL,Ponte Vedra Beach,"Jacksonville, FL",Saint Johns County,2.3856113923541242
